clean_NNAJ_actors|Departamento|Filename|Year|categoria|place|LOC|lat|lon|period
Rie|Arauca|NS N° 006-13 a IR N° 020-08A.I. Arauca, Arauquita, Fortul, Sarave y Tame-ARAUCA.pdf|2013||Sarave|Sarave, Arauca|6.956106999999999|-71.87259499999999|Havana Peace Negotiations, Peace Agreement (2012-2016)
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|Arauca|NS N° 006-13 a IR N° 020-08A.I. Arauca, Arauquita, Fortul, Sarave y Tame-ARAUCA.pdf|2013|Guerrillas|Arauquita|Arauquita, Arauca|7.029334|-71.4294759|Havana Peace Negotiations, Peace Agreement (2012-2016)
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|Arauca|NS N° 006-13 a IR N° 020-08A.I. Arauca, Arauquita, Fortul, Sarave y Tame-ARAUCA.pdf|2013|Guerrillas|Fortul|Fortul, Arauca|6.794366999999999|-71.7715489|Havana Peace Negotiations, Peace Agreement (2012-2016)
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|Arauca|NS N° 006-13 a IR N° 020-08A.I. Arauca, Arauquita, Fortul, Sarave y Tame-ARAUCA.pdf|2013|Guerrillas|Tame|Tame, Arauca|6.4586679|-71.73477369999999|Havana Peace Negotiations, Peace Agreement (2012-2016)
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|Arauca|NS N° 006-13 a IR N° 020-08A.I. Arauca, Arauquita, Fortul, Sarave y Tame-ARAUCA.pdf|2013|Guerrillas|Arauca|Arauca, Arauca|6.7801281|-70.7168469|Havana Peace Negotiations, Peace Agreement (2012-2016)
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|Arauca|NS N° 006-13 a IR N° 020-08A.I. Arauca, Arauquita, Fortul, Sarave y Tame-ARAUCA.pdf|2013|Guerrillas|Sarave|Sarave, Arauca|6.956106999999999|-71.87259499999999|Havana Peace Negotiations, Peace Agreement (2012-2016)
Ejército De Liberación Nacional|Arauca|NS N° 006-13 a IR N° 020-08A.I. Arauca, Arauquita, Fortul, Sarave y Tame-ARAUCA.pdf|2013|Guerrillas|Arauquita|Arauquita, Arauca|7.029334|-71.4294759|Havana Peace Negotiations, Peace Agreement (2012-2016)
Ejército De Liberación Nacional|Arauca|NS N° 006-13 a IR N° 020-08A.I. Arauca, Arauquita, Fortul, Sarave y Tame-ARAUCA.pdf|2013|Guerrillas|Fortul|Fortul, Arauca|6.794366999999999|-71.7715489|Havana Peace Negotiations, Peace Agreement (2012-2016)
Ejército De Liberación Nacional|Arauca|NS N° 006-13 a IR N° 020-08A.I. Arauca, Arauquita, Fortul, Sarave y Tame-ARAUCA.pdf|2013|Guerrillas|Tame|Tame, Arauca|6.4586679|-71.73477369999999|Havana Peace Negotiations, Peace Agreement (2012-2016)
Ejército De Liberación Nacional|Arauca|NS N° 006-13 a IR N° 020-08A.I. Arauca, Arauquita, Fortul, Sarave y Tame-ARAUCA.pdf|2013|Guerrillas|Arauca|Arauca, Arauca|6.7801281|-70.7168469|Havana Peace Negotiations, Peace Agreement (2012-2016)
Ejército De Liberación Nacional|Arauca|NS N° 006-13 a IR N° 020-08A.I. Arauca, Arauquita, Fortul, Sarave y Tame-ARAUCA.pdf|2013|Guerrillas|Sarave|Sarave, Arauca|6.956106999999999|-71.87259499999999|Havana Peace Negotiations, Peace Agreement (2012-2016)
Diputados|Arauca|NS N° 006-13 a IR N° 020-08A.I. Arauca, Arauquita, Fortul, Sarave y Tame-ARAUCA.pdf|2013||Arauquita|Arauquita, Arauca|7.029334|-71.4294759|Havana Peace Negotiations, Peace Agreement (2012-2016)
Diputados|Arauca|NS N° 006-13 a IR N° 020-08A.I. Arauca, Arauquita, Fortul, Sarave y Tame-ARAUCA.pdf|2013||Fortul|Fortul, Arauca|6.794366999999999|-71.7715489|Havana Peace Negotiations, Peace Agreement (2012-2016)
Diputados|Arauca|NS N° 006-13 a IR N° 020-08A.I. Arauca, Arauquita, Fortul, Sarave y Tame-ARAUCA.pdf|2013||Tame|Tame, Arauca|6.4586679|-71.73477369999999|Havana Peace Negotiations, Peace Agreement (2012-2016)
Diputados|Arauca|NS N° 006-13 a IR N° 020-08A.I. Arauca, Arauquita, Fortul, Sarave y Tame-ARAUCA.pdf|2013||Arauca|Arauca, Arauca|6.7801281|-70.7168469|Havana Peace Negotiations, Peace Agreement (2012-2016)
Diputados|Arauca|NS N° 006-13 a IR N° 020-08A.I. Arauca, Arauquita, Fortul, Sarave y Tame-ARAUCA.pdf|2013||Sarave|Sarave, Arauca|6.956106999999999|-71.87259499999999|Havana Peace Negotiations, Peace Agreement (2012-2016)
Asamblea|Arauca|NS N° 006-13 a IR N° 020-08A.I. Arauca, Arauquita, Fortul, Sarave y Tame-ARAUCA.pdf|2013||Arauquita|Arauquita, Arauca|7.029334|-71.4294759|Havana Peace Negotiations, Peace Agreement (2012-2016)
Asamblea|Arauca|NS N° 006-13 a IR N° 020-08A.I. Arauca, Arauquita, Fortul, Sarave y Tame-ARAUCA.pdf|2013||Fortul|Fortul, Arauca|6.794366999999999|-71.7715489|Havana Peace Negotiations, Peace Agreement (2012-2016)
Asamblea|Arauca|NS N° 006-13 a IR N° 020-08A.I. Arauca, Arauquita, Fortul, Sarave y Tame-ARAUCA.pdf|2013||Tame|Tame, Arauca|6.4586679|-71.73477369999999|Havana Peace Negotiations, Peace Agreement (2012-2016)
Asamblea|Arauca|NS N° 006-13 a IR N° 020-08A.I. Arauca, Arauquita, Fortul, Sarave y Tame-ARAUCA.pdf|2013||Arauca|Arauca, Arauca|6.7801281|-70.7168469|Havana Peace Negotiations, Peace Agreement (2012-2016)
Asamblea|Arauca|NS N° 006-13 a IR N° 020-08A.I. Arauca, Arauquita, Fortul, Sarave y Tame-ARAUCA.pdf|2013||Sarave|Sarave, Arauca|6.956106999999999|-71.87259499999999|Havana Peace Negotiations, Peace Agreement (2012-2016)
Personeros Municipales|Arauca|NS N° 006-13 a IR N° 020-08A.I. Arauca, Arauquita, Fortul, Sarave y Tame-ARAUCA.pdf|2013||Arauquita|Arauquita, Arauca|7.029334|-71.4294759|Havana Peace Negotiations, Peace Agreement (2012-2016)
Personeros Municipales|Arauca|NS N° 006-13 a IR N° 020-08A.I. Arauca, Arauquita, Fortul, Sarave y Tame-ARAUCA.pdf|2013||Fortul|Fortul, Arauca|6.794366999999999|-71.7715489|Havana Peace Negotiations, Peace Agreement (2012-2016)
Personeros Municipales|Arauca|NS N° 006-13 a IR N° 020-08A.I. Arauca, Arauquita, Fortul, Sarave y Tame-ARAUCA.pdf|2013||Tame|Tame, Arauca|6.4586679|-71.73477369999999|Havana Peace Negotiations, Peace Agreement (2012-2016)
Personeros Municipales|Arauca|NS N° 006-13 a IR N° 020-08A.I. Arauca, Arauquita, Fortul, Sarave y Tame-ARAUCA.pdf|2013||Arauca|Arauca, Arauca|6.7801281|-70.7168469|Havana Peace Negotiations, Peace Agreement (2012-2016)
Personeros Municipales|Arauca|NS N° 006-13 a IR N° 020-08A.I. Arauca, Arauquita, Fortul, Sarave y Tame-ARAUCA.pdf|2013||Sarave|Sarave, Arauca|6.956106999999999|-71.87259499999999|Havana Peace Negotiations, Peace Agreement (2012-2016)
Protección|Cundinamarca|NS N° 007-13 a IR N° 004-11 Soacha-CUNDINAMARCA.pdf|2013||Soacha|Soacha, Cundinamarca|4.5827227|-74.21174649999999|Havana Peace Negotiations, Peace Agreement (2012-2016)
Protección|Cundinamarca|NS N° 007-13 a IR N° 004-11 Soacha-CUNDINAMARCA.pdf|2013||Soacha|Soacha, Cundinamarca|4.5827227|-74.21174649999999|Havana Peace Negotiations, Peace Agreement (2012-2016)
Drogas20|Cundinamarca|NS N° 007-13 a IR N° 004-11 Soacha-CUNDINAMARCA.pdf|2013||Soacha|Soacha, Cundinamarca|4.5827227|-74.21174649999999|Havana Peace Negotiations, Peace Agreement (2012-2016)
Fiscalía S|Cundinamarca|NS N° 007-13 a IR N° 004-11 Soacha-CUNDINAMARCA.pdf|2013||Soacha|Soacha, Cundinamarca|4.5827227|-74.21174649999999|Havana Peace Negotiations, Peace Agreement (2012-2016)
Autodefensas Unidas De Colombia|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Paramilitares|Armenia|Armenia, Quindío|4.535000399999999|-75.6756888|Havana Peace Negotiations, Peace Agreement (2012-2016)
Autodefensas Unidas De Colombia|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Paramilitares|Circasia|Circasia, Quindío|4.616093999999999|-75.635595|Havana Peace Negotiations, Peace Agreement (2012-2016)
Autodefensas Unidas De Colombia|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Paramilitares|La Tebaida|La Tebaida, Quindío|4.453588|-75.79153|Havana Peace Negotiations, Peace Agreement (2012-2016)
Autodefensas Unidas De Colombia|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Paramilitares|Montenegro|Montenegro, Quindío|4.566637|-75.75012|Havana Peace Negotiations, Peace Agreement (2012-2016)
Autodefensas Unidas De Colombia|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Paramilitares|Quimbaya|Quimbaya, Quindío|4.625907|-75.761865|Havana Peace Negotiations, Peace Agreement (2012-2016)
Autodefensas Unidas De Colombia|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Paramilitares|Calarcá|Calarcá, Quindío|4.5266936|-75.64095739999999|Havana Peace Negotiations, Peace Agreement (2012-2016)
Rastrojos|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Nuevos Paramilitares (Narco-Para)|Armenia|Armenia, Quindío|4.535000399999999|-75.6756888|Havana Peace Negotiations, Peace Agreement (2012-2016)
Rastrojos|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Nuevos Paramilitares (Narco-Para)|Circasia|Circasia, Quindío|4.616093999999999|-75.635595|Havana Peace Negotiations, Peace Agreement (2012-2016)
Rastrojos|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Nuevos Paramilitares (Narco-Para)|La Tebaida|La Tebaida, Quindío|4.453588|-75.79153|Havana Peace Negotiations, Peace Agreement (2012-2016)
Rastrojos|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Nuevos Paramilitares (Narco-Para)|Montenegro|Montenegro, Quindío|4.566637|-75.75012|Havana Peace Negotiations, Peace Agreement (2012-2016)
Rastrojos|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Nuevos Paramilitares (Narco-Para)|Quimbaya|Quimbaya, Quindío|4.625907|-75.761865|Havana Peace Negotiations, Peace Agreement (2012-2016)
Rastrojos|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Nuevos Paramilitares (Narco-Para)|Calarcá|Calarcá, Quindío|4.5266936|-75.64095739999999|Havana Peace Negotiations, Peace Agreement (2012-2016)
Rastrojos|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Nuevos Paramilitares (Narco-Para)|Armenia|Armenia, Quindío|4.535000399999999|-75.6756888|Havana Peace Negotiations, Peace Agreement (2012-2016)
Rastrojos|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Nuevos Paramilitares (Narco-Para)|Circasia|Circasia, Quindío|4.616093999999999|-75.635595|Havana Peace Negotiations, Peace Agreement (2012-2016)
Rastrojos|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Nuevos Paramilitares (Narco-Para)|La Tebaida|La Tebaida, Quindío|4.453588|-75.79153|Havana Peace Negotiations, Peace Agreement (2012-2016)
Rastrojos|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Nuevos Paramilitares (Narco-Para)|Montenegro|Montenegro, Quindío|4.566637|-75.75012|Havana Peace Negotiations, Peace Agreement (2012-2016)
Rastrojos|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Nuevos Paramilitares (Narco-Para)|Quimbaya|Quimbaya, Quindío|4.625907|-75.761865|Havana Peace Negotiations, Peace Agreement (2012-2016)
Rastrojos|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Nuevos Paramilitares (Narco-Para)|Calarcá|Calarcá, Quindío|4.5266936|-75.64095739999999|Havana Peace Negotiations, Peace Agreement (2012-2016)
Rastrojos|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Nuevos Paramilitares (Narco-Para)|Armenia|Armenia, Quindío|4.535000399999999|-75.6756888|Havana Peace Negotiations, Peace Agreement (2012-2016)
Rastrojos|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Nuevos Paramilitares (Narco-Para)|Circasia|Circasia, Quindío|4.616093999999999|-75.635595|Havana Peace Negotiations, Peace Agreement (2012-2016)
Rastrojos|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Nuevos Paramilitares (Narco-Para)|La Tebaida|La Tebaida, Quindío|4.453588|-75.79153|Havana Peace Negotiations, Peace Agreement (2012-2016)
Rastrojos|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Nuevos Paramilitares (Narco-Para)|Montenegro|Montenegro, Quindío|4.566637|-75.75012|Havana Peace Negotiations, Peace Agreement (2012-2016)
Rastrojos|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Nuevos Paramilitares (Narco-Para)|Quimbaya|Quimbaya, Quindío|4.625907|-75.761865|Havana Peace Negotiations, Peace Agreement (2012-2016)
Rastrojos|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Nuevos Paramilitares (Narco-Para)|Calarcá|Calarcá, Quindío|4.5266936|-75.64095739999999|Havana Peace Negotiations, Peace Agreement (2012-2016)
Rastrojos|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Nuevos Paramilitares (Narco-Para)|Armenia|Armenia, Quindío|4.535000399999999|-75.6756888|Havana Peace Negotiations, Peace Agreement (2012-2016)
Rastrojos|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Nuevos Paramilitares (Narco-Para)|Circasia|Circasia, Quindío|4.616093999999999|-75.635595|Havana Peace Negotiations, Peace Agreement (2012-2016)
Rastrojos|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Nuevos Paramilitares (Narco-Para)|La Tebaida|La Tebaida, Quindío|4.453588|-75.79153|Havana Peace Negotiations, Peace Agreement (2012-2016)
Rastrojos|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Nuevos Paramilitares (Narco-Para)|Montenegro|Montenegro, Quindío|4.566637|-75.75012|Havana Peace Negotiations, Peace Agreement (2012-2016)
Rastrojos|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Nuevos Paramilitares (Narco-Para)|Quimbaya|Quimbaya, Quindío|4.625907|-75.761865|Havana Peace Negotiations, Peace Agreement (2012-2016)
Rastrojos|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Nuevos Paramilitares (Narco-Para)|Calarcá|Calarcá, Quindío|4.5266936|-75.64095739999999|Havana Peace Negotiations, Peace Agreement (2012-2016)
Cordillera|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Pequeños Grupos Ilegales|Armenia|Armenia, Quindío|4.535000399999999|-75.6756888|Havana Peace Negotiations, Peace Agreement (2012-2016)
Cordillera|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Pequeños Grupos Ilegales|Circasia|Circasia, Quindío|4.616093999999999|-75.635595|Havana Peace Negotiations, Peace Agreement (2012-2016)
Cordillera|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Pequeños Grupos Ilegales|La Tebaida|La Tebaida, Quindío|4.453588|-75.79153|Havana Peace Negotiations, Peace Agreement (2012-2016)
Cordillera|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Pequeños Grupos Ilegales|Montenegro|Montenegro, Quindío|4.566637|-75.75012|Havana Peace Negotiations, Peace Agreement (2012-2016)
Cordillera|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Pequeños Grupos Ilegales|Quimbaya|Quimbaya, Quindío|4.625907|-75.761865|Havana Peace Negotiations, Peace Agreement (2012-2016)
Cordillera|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Pequeños Grupos Ilegales|Calarcá|Calarcá, Quindío|4.5266936|-75.64095739999999|Havana Peace Negotiations, Peace Agreement (2012-2016)
Frente Cacique Calarcá De Las Autodefensas Unidas De Colombia|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013||Armenia|Armenia, Quindío|4.535000399999999|-75.6756888|Havana Peace Negotiations, Peace Agreement (2012-2016)
Frente Cacique Calarcá De Las Autodefensas Unidas De Colombia|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013||Circasia|Circasia, Quindío|4.616093999999999|-75.635595|Havana Peace Negotiations, Peace Agreement (2012-2016)
Frente Cacique Calarcá De Las Autodefensas Unidas De Colombia|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013||La Tebaida|La Tebaida, Quindío|4.453588|-75.79153|Havana Peace Negotiations, Peace Agreement (2012-2016)
Frente Cacique Calarcá De Las Autodefensas Unidas De Colombia|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013||Montenegro|Montenegro, Quindío|4.566637|-75.75012|Havana Peace Negotiations, Peace Agreement (2012-2016)
Frente Cacique Calarcá De Las Autodefensas Unidas De Colombia|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013||Quimbaya|Quimbaya, Quindío|4.625907|-75.761865|Havana Peace Negotiations, Peace Agreement (2012-2016)
Frente Cacique Calarcá De Las Autodefensas Unidas De Colombia|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013||Calarcá|Calarcá, Quindío|4.5266936|-75.64095739999999|Havana Peace Negotiations, Peace Agreement (2012-2016)
Autodefensas Unidas De Colombia|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Paramilitares|Armenia|Armenia, Quindío|4.535000399999999|-75.6756888|Havana Peace Negotiations, Peace Agreement (2012-2016)
Autodefensas Unidas De Colombia|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Paramilitares|Circasia|Circasia, Quindío|4.616093999999999|-75.635595|Havana Peace Negotiations, Peace Agreement (2012-2016)
Autodefensas Unidas De Colombia|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Paramilitares|La Tebaida|La Tebaida, Quindío|4.453588|-75.79153|Havana Peace Negotiations, Peace Agreement (2012-2016)
Autodefensas Unidas De Colombia|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Paramilitares|Montenegro|Montenegro, Quindío|4.566637|-75.75012|Havana Peace Negotiations, Peace Agreement (2012-2016)
Autodefensas Unidas De Colombia|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Paramilitares|Quimbaya|Quimbaya, Quindío|4.625907|-75.761865|Havana Peace Negotiations, Peace Agreement (2012-2016)
Autodefensas Unidas De Colombia|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013|Paramilitares|Calarcá|Calarcá, Quindío|4.5266936|-75.64095739999999|Havana Peace Negotiations, Peace Agreement (2012-2016)
Estado|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013||Armenia|Armenia, Quindío|4.535000399999999|-75.6756888|Havana Peace Negotiations, Peace Agreement (2012-2016)
Estado|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013||Circasia|Circasia, Quindío|4.616093999999999|-75.635595|Havana Peace Negotiations, Peace Agreement (2012-2016)
Estado|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013||La Tebaida|La Tebaida, Quindío|4.453588|-75.79153|Havana Peace Negotiations, Peace Agreement (2012-2016)
Estado|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013||Montenegro|Montenegro, Quindío|4.566637|-75.75012|Havana Peace Negotiations, Peace Agreement (2012-2016)
Estado|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013||Quimbaya|Quimbaya, Quindío|4.625907|-75.761865|Havana Peace Negotiations, Peace Agreement (2012-2016)
Estado|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013||Calarcá|Calarcá, Quindío|4.5266936|-75.64095739999999|Havana Peace Negotiations, Peace Agreement (2012-2016)
Comité De Deportes De La Junta|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013||Armenia|Armenia, Quindío|4.535000399999999|-75.6756888|Havana Peace Negotiations, Peace Agreement (2012-2016)
Comité De Deportes De La Junta|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013||Circasia|Circasia, Quindío|4.616093999999999|-75.635595|Havana Peace Negotiations, Peace Agreement (2012-2016)
Comité De Deportes De La Junta|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013||La Tebaida|La Tebaida, Quindío|4.453588|-75.79153|Havana Peace Negotiations, Peace Agreement (2012-2016)
Comité De Deportes De La Junta|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013||Montenegro|Montenegro, Quindío|4.566637|-75.75012|Havana Peace Negotiations, Peace Agreement (2012-2016)
Comité De Deportes De La Junta|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013||Quimbaya|Quimbaya, Quindío|4.625907|-75.761865|Havana Peace Negotiations, Peace Agreement (2012-2016)
Comité De Deportes De La Junta|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013||Calarcá|Calarcá, Quindío|4.5266936|-75.64095739999999|Havana Peace Negotiations, Peace Agreement (2012-2016)
Sustancias Psicoactivas|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013||Armenia|Armenia, Quindío|4.535000399999999|-75.6756888|Havana Peace Negotiations, Peace Agreement (2012-2016)
Sustancias Psicoactivas|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013||Circasia|Circasia, Quindío|4.616093999999999|-75.635595|Havana Peace Negotiations, Peace Agreement (2012-2016)
Sustancias Psicoactivas|Quindío|NS N° 008-13 a IR N° 005-12A.I. Armenia, Calarcá, Circasia, Montenegro, Quimbaya y La Tebaida-QUINDÍO.pdf|2013||La Tebaida|La Tebaida, Quindío|4.453588|-75.79153|Havana Peace Negotiations, Peace Agreement (2012-2016)
